日付,時間,役,順位,名前,得票数
04/21,23,風来坊,3,杏奈,592
04/21,23,風来坊,4,昴,418
04/21,23,風来坊,5,奈緒,394
04/21,23,風来坊,6,瑞希,312
04/21,23,風来坊,7,恵美,291
04/21,23,風来坊,8,静香,260
04/21,23,風来坊,9,未来,226
04/21,23,風来坊,10,このみ,192
04/22,0,風来坊,1,ジュリア,2124
04/22,0,風来坊,2,翼,1063
04/22,0,風来坊,3,杏奈,595
04/22,0,風来坊,4,昴,420
04/22,0,風来坊,5,奈緒,401
04/22,0,風来坊,6,瑞希,312
04/22,0,風来坊,7,恵美,291
04/22,0,風来坊,8,静香,265
04/22,0,風来坊,9,未来,228
04/22,0,風来坊,10,育,206
04/22,1,風来坊,1,ジュリア,2262
04/22,1,風来坊,2,翼,1110
04/22,1,風来坊,3,杏奈,625
04/22,1,風来坊,4,昴,429
04/22,1,風来坊,5,奈緒,401
04/22,1,風来坊,6,瑞希,325
04/22,1,風来坊,7,恵美,294
04/22,1,風来坊,8,静香,279
04/22,1,風来坊,9,育,234
04/22,1,風来坊,10,未来,232
